first_name,last_name,full_name,department,organization,organization_type,country,leader,team_id,position,times_cited,api_name,gender,probability,count
Rakhshan,Ahmad,"Rakhshan, Ahmad",Cyanobacterial Biotechnol Lab,Jamia Millia Islamia,University,India,"Tasneem, Fatma",34,other,3,Rakhshan,female,1,4
Tasneem,Fatma,"Tasneem, Fatma",Cyanobacterial Biotechnol Lab,Jamia Millia Islamia,University,India,"Tasneem, Fatma",34,"last, leader",3,Tasneem,female,0.93,419
Aditi,Mahajan,"Aditi, Mahajan",Biophys,Post Grad Inst Med Educ & Res,Institute,India,"Shalmoli, Bhattacharyya",35,first,1,Aditi,female,0.97,341
Shalmoli,Bhattacharyya,"Shalmoli, Bhattacharyya",Biophys,Post Grad Inst Med Educ & Res,Institute,India,"Shalmoli, Bhattacharyya",35,"last, leader",1,Shalmoli,female,1,1
Shasank Sekhar,Swain,"Shasank Sekhar, Swain",Div Microbiol,ICMR Reg Med Res Ctr,Research,India,"Walter, Luyten",36,first,2,Shasank,male,1,6
Shasank Sekhar,Swain,"Shasank Sekhar, Swain",NCDs,ICMR Reg Med Res Ctr,Research,India,"Walter, Luyten",36,other,2,Shasank,male,1,6
Sujogya Kumar,Panda,"Sujogya Kumar, Panda",Ctr Environm Climate Change & Publ Hlth,Utkal Univ,University,India,"Walter, Luyten",36,last,2,Sujogya,female,1,0
Pankaj,Setia,"Pankaj, Setia",Ahmadabad,Indian Inst Management IIMA,Institute,India,"Venkatesh, Shankar",37,other,2,Pankaj,male,0.99,2920
Arumugam Vijaya,Anand,"Arumugam Vijaya, Anand",Human Genet & Mol Biol,Bharathiar Univ,University,India,"Arumugam Vijaya, Anand",38,"first, leader",0,Arumugam,male,0.93,113
Mohandass,Kaviya,"Mohandass, Kaviya",Human Genet & Mol Biol,Bharathiar Univ,University,India,"Arumugam Vijaya, Anand",38,other,0,Mohandass,male,1,5
Kathirvel,Bharathi,"Kathirvel, Bharathi",Human Genet & Mol Biol,Bharathiar Univ,University,India,"Arumugam Vijaya, Anand",38,other,0,Kathirvel,male,1,17
Aluru,Parithathvi,"Aluru, Parithathvi",Human Genet & Mol Biol,Bharathiar Univ,University,India,"Arumugam Vijaya, Anand",38,other,0,Aluru,female,0.67,3
Meyyazhagan,Arun,"Meyyazhagan, Arun",Life Sci,CHRIST Deemed Univ,University,India,"Arumugam Vijaya, Anand",38,other,0,Meyyazhagan,male,0.99,24419
Nachiappan,Senthilkumar,"Nachiappan, Senthilkumar",Forest Campus,Inst Forest Genet & Tree Breeding IFGTB,Institute,India,"Arumugam Vijaya, Anand",38,other,0,Nachiappan,male,1,10
Shanmugam,Velayuthaprabhu,"Shanmugam, Velayuthaprabhu",Biotechnol,Bharathiar Univ,University,India,"Arumugam Vijaya, Anand",38,other,0,Shanmugam,male,0.96,149
Muthukrishnan,Saradhadevi,"Muthukrishnan, Saradhadevi",Biochem,Bharathiar Univ,University,India,"Arumugam Vijaya, Anand",38,other,0,Muthukrishnan,male,1,15
Mariadhas Valan,Arasu,"Mariadhas Valan, Arasu",Xavier Res Fdn,St Xaviers Coll,College,India,"Arumugam Vijaya, Anand",38,other,0,Mariadhas,male,1,0
Mohammad Iqbal,Yatoo,"Mohammad Iqbal, Yatoo",Fac Vet Sci & Anim Husb,Sher E Kashmir Univ Agr Sci & Technol Kashmir,University,India,"Arumugam Vijaya, Anand",38,other,0,Mohammad,male,0.98,31501
Ruchi,Tiwari,"Ruchi, Tiwari",Coll Vet Sci,UP Deen Dayal Upadhayay Pashu Chikitsa Vigyan Vis,University,India,"Arumugam Vijaya, Anand",38,other,0,Ruchi,female,0.91,291
Kuldeep,Dhama,"Kuldeep, Dhama",Div Pathol,ICAR Indian Vet Res Inst,Institute,India,"Arumugam Vijaya, Anand",38,last,0,Kuldeep,male,0.99,779
Sheila Nainan,Myatra,"Sheila Nainan, Myatra",Homi Bhabha Natl Inst,Tata Mem Hosp,Hospital,India,"Andrew, Rhodes",39,other,2,Sheila,female,0.99,17390
Prashanth N,Srinivas,"Prashanth N, Srinivas",Bangalore,Inst Publ Hlth,Institute,India,,40,other,2,Prashanth,male,1,464
Sudhakar,Srivastava,"Sudhakar, Srivastava",Inst Environm & Sustainable Dev,Banaras Hindu Univ,University,India,"Sanjeev, Kumar",41,first,21,Sudhakar,male,0.99,351
Amit,Kumar,"Amit, Kumar",Bot,Univ Lucknow,University,India,"Sanjeev, Kumar",41,other,21,Amit,male,0.99,8292
Kuldeep,Bauddh,"Kuldeep, Bauddh",Environm Sci,Cent Univ Jharkhand,University,India,"Sanjeev, Kumar",41,other,21,Kuldeep,male,0.99,779
Alok Sagar,Gautam,"Alok Sagar, Gautam",Phys,Hemvati Nandan Bahuguna Garhwal Univ,University,India,"Sanjeev, Kumar",41,other,21,Alok,male,0.99,965
Sanjeev,Kumar,"Sanjeev, Kumar",Phys,Hemvati Nandan Bahuguna Garhwal Univ,University,India,"Sanjeev, Kumar",41,"last, leader",21,Sanjeev,male,0.99,1566
Anas,Shamsi,"Anas, Shamsi",Ctr Interdisciplinary Res Basic Sci,Jamia Millia Islamia,University,India,"Md Imtaiyaz, Hassan",42,first,37,Anas,male,0.73,17812
Taj,Mohammad,"Taj, Mohammad",Ctr Interdisciplinary Res Basic Sci,Jamia Millia Islamia,University,India,"Md Imtaiyaz, Hassan",42,other,37,Taj,male,0.88,602
Saleha,Anwar,"Saleha, Anwar",Ctr Interdisciplinary Res Basic Sci,Jamia Millia Islamia,University,India,"Md Imtaiyaz, Hassan",42,other,37,Saleha,female,0.95,148
Asimul,Islam,"Asimul, Islam",Ctr Interdisciplinary Res Basic Sci,Jamia Millia Islamia,University,India,"Md Imtaiyaz, Hassan",42,other,37,Asimul,male,0.75,4
Md Imtaiyaz,Hassan,"Md Imtaiyaz, Hassan",Ctr Interdisciplinary Res Basic Sci,Jamia Millia Islamia,University,India,"Md Imtaiyaz, Hassan",42,leader,37,Md,male,0.92,4466
Neetu,Purohit,"Neetu, Purohit",Jaipur,IIHMR Univ,University,India,"Md Mahbub, Hossain",43,last,66,Neetu,female,0.91,204
Anuj,Kumar,"Anuj, Kumar",Bioinformat Lab,Uttarakhand Council Biotechnol UCB,College,India,"Anuj, Kumar",44,"first, leader",50,Anuj,male,1,1000
Anuj,Kumar,"Anuj, Kumar",Adv Ctr Computat & Appl Biotechnol,Uttarakhand Council Biotechnol UCB,College,India,"Anuj, Kumar",44,leader,50,Anuj,male,1,1000
Gourav,Choudhir,"Gourav, Choudhir",Bot,CCS Univ,University,India,"Anuj, Kumar",44,other,50,Gourav,male,1,262
Sanjeev Kumar,Shukla,"Sanjeev Kumar, Shukla",Multidisciplinary Res Unit MRU,Govt Med Coll,College,India,"Anuj, Kumar",44,other,50,Sanjeev,male,0.99,1566
Mansi,Sharma,"Mansi, Sharma",Udaipur,Acad Biol Sci & Res Fdn ABSRF,Academy,India,"Anuj, Kumar",44,other,50,Mansi,female,0.76,287
Madhu,Rathore,"Madhu, Rathore",Udaipur,Acad Biol Sci & Res Fdn ABSRF,Academy,India,"Anuj, Kumar",44,other,50,Madhu,male,0.67,818
Pankaj,Tyagi,"Pankaj, Tyagi",Biotechnol,Noida Inst Engn & Technol,Institute,India,"Anuj, Kumar",44,other,50,Pankaj,male,0.99,2920
Arvind,Bhushan,"Arvind, Bhushan",Jaipur,IIHMR Univ,University,India,"Anuj, Kumar",44,last,50,Arvind,male,0.99,1448
Anuradha,Jindal,"Anuradha, Jindal",Bangalore,Venkat Ctr Skin & Plast Surg,Research,India,"Malcom, Noronha",45,first,3,Anuradha,female,0.78,272
Malcom,Noronha,"Malcom, Noronha",Bangalore,Venkat Ctr Skin & Plast Surg,Research,India,"Malcom, Noronha",45,leader,3,Malcom,male,0.99,1065
Venkataram,Mysore,"Venkataram, Mysore",Bangalore,Venkat Ctr Skin & Plast Surg,Research,India,"Malcom, Noronha",45,last,3,Venkataram,male,1,3
Sunitha M,Kasibhatla,"Sunitha M, Kasibhatla",Bioinformat Ctr,Savitribai Phule Pune Univ,University,India,,46,first,10,Sunitha,female,0.98,118
Meenal,Kinikar,"Meenal, Kinikar",Bioinformat Ctr,Savitribai Phule Pune Univ,University,India,,46,other,10,Meenal,female,0.98,51
Sanket,Limaye,"Sanket, Limaye",Bioinformat Ctr,Savitribai Phule Pune Univ,University,India,,46,other,10,Sanket,male,0.99,384
Urmila,Kulkarni Kale,"Urmila, Kulkarni Kale",Bioinformat Ctr,Savitribai Phule Pune Univ,University,India,,46,other,10,Urmila,female,0.96,75
Sunitha M,Kasibhatla,"Sunitha M, Kasibhatla",HPC Med & Bioinformat Applicat Grp,Ctr Dev Adv Comp,Research,India,,46,other,10,Sunitha,female,0.98,118
Mohan M,Kale,"Mohan M, Kale",Stat,Savitribai Phule Pune Univ,University,India,,46,last,10,Mohan,male,0.98,1894
Sanjith,Saseedharan,"Sanjith, Saseedharan",Crit Care,SL Raheja Hosp Fortis Associate,Hospital,India,"Sanjith, Saseedharan",47,"first, leader",0,Sanjith,male,1,25
Vaijanti,Kadam,"Vaijanti, Kadam",Crit Care,SL Raheja Hosp Fortis Associate,Hospital,India,"Sanjith, Saseedharan",47,other,0,Vaijanti,female,1,6
Roopa,Karanam,"Roopa, Karanam",Crit Care,SL Raheja Hosp Fortis Associate,Hospital,India,"Sanjith, Saseedharan",47,other,0,Roopa,female,0.94,108
Paritosh,Baghel,"Paritosh, Baghel",Crit Care,SL Raheja Hosp Fortis Associate,Hospital,India,"Sanjith, Saseedharan",47,last,0,Paritosh,male,0.94,87
Shalki,Choudhary,"Shalki, Choudhary",Pharmaceut Sci & Drug Res,Punjabi Univ,University,India,"Om, Silakari",48,first,8,Shalki,female,1,5
Om,Silakari,"Om, Silakari",Pharmaceut Sci & Drug Res,Punjabi Univ,University,India,"Om, Silakari",48,"last, leader",8,Om,male,0.61,1348
Sameer,Agarwal,"Sameer, Agarwal",Zydus Res Ctr,Cadila Healthcare Ltd,Hospital,India,"Sameer, Agarwal",49,"first, leader",1,Sameer,male,0.99,6216
Jignesh P,Pethani,"Jignesh P, Pethani",Zydus Res Ctr,Cadila Healthcare Ltd,Hospital,India,"Sameer, Agarwal",49,other,1,Jignesh,male,0.99,405
Hardik A,Shah,"Hardik A, Shah",Zydus Res Ctr,Cadila Healthcare Ltd,Hospital,India,"Sameer, Agarwal",49,other,1,Hardik,male,0.99,572
Vismit,Vyas,"Vismit, Vyas",Zydus Res Ctr,Cadila Healthcare Ltd,Hospital,India,"Sameer, Agarwal",49,other,1,Vismit,male,1,1
Santosh,Sasane,"Santosh, Sasane",Zydus Res Ctr,Cadila Healthcare Ltd,Hospital,India,"Sameer, Agarwal",49,other,1,Santosh,male,0.98,2429
Harsh,Bhavsar,"Harsh, Bhavsar",Zydus Res Ctr,Cadila Healthcare Ltd,Hospital,India,"Sameer, Agarwal",49,other,1,Harsh,male,0.99,1329
Debdutta,Bandyopadhyay,"Debdutta, Bandyopadhyay",Zydus Res Ctr,Cadila Healthcare Ltd,Hospital,India,"Sameer, Agarwal",49,other,1,Debdutta,male,0.67,6
Poonam,Giri,"Poonam, Giri",Zydus Res Ctr,Cadila Healthcare Ltd,Hospital,India,"Sameer, Agarwal",49,other,1,Poonam,female,0.97,560
Kasinath,Viswanathan,"Kasinath, Viswanathan",Zydus Res Ctr,Cadila Healthcare Ltd,Hospital,India,"Sameer, Agarwal",49,other,1,Kasinath,male,1,3
Mukul R,Jain,"Mukul R, Jain",Zydus Res Ctr,Cadila Healthcare Ltd,Hospital,India,"Sameer, Agarwal",49,other,1,Mukul,male,0.98,334
Rajiv,Sharma,"Rajiv, Sharma",Zydus Res Ctr,Cadila Healthcare Ltd,Hospital,India,"Sameer, Agarwal",49,last,1,Rajiv,male,0.99,1467
Dinesh,Jothimani,"Dinesh, Jothimani",Inst Liver Dis & Transplantat,Bharat Inst Higher Educ & Res,Institute,India,"Radhika, Venugopal",50,first,58,Dinesh,male,0.99,3252
Radhika,Venugopal,"Radhika, Venugopal",Inst Liver Dis & Transplantat,Bharat Inst Higher Educ & Res,Institute,India,"Radhika, Venugopal",50,leader,58,Radhika,female,0.96,313
Mohammed Forhad,Abedin,"Mohammed Forhad, Abedin",Inst Liver Dis & Transplantat,Bharat Inst Higher Educ & Res,Institute,India,"Radhika, Venugopal",50,other,58,Mohammed,male,0.98,51883
Ilankumaran,Kaliamoorthy,"Ilankumaran, Kaliamoorthy",Inst Liver Dis & Transplantat,Bharat Inst Higher Educ & Res,Institute,India,"Radhika, Venugopal",50,other,58,Ilankumaran,male,0.75,4
Mohamed,Rela,"Mohamed, Rela",Inst Liver Dis & Transplantat,Bharat Inst Higher Educ & Res,Institute,India,"Radhika, Venugopal",50,last,58,Mohamed,male,0.98,175927
S,Manigandan,"S, Manigandan",Fac Sci,Sathyabama Inst Sci & Technol,Institute,India,"Vinoth Kumar, Ponnusamy",51,other,25,Manigandan,male,1,28
Vinay B,Raghavendra,"Vinay B, Raghavendra",Mysore 570011,Teresian Res Fdn,Research,India,"Vinoth Kumar, Ponnusamy",51,other,25,Vinay,male,0.99,2065
Rohit,Salgotra,"Rohit, Salgotra",Patiala,Thapar Inst Engn & Technol,Institute,India,"Amir H, Gandomi",52,last,1,Rohit,male,1,4503
Ajay,Gandhi,"Ajay, Gandhi",Clin,Instrumentat Lab India Private Ltd,Institute,India,,53,other,7,Ajay,male,0.99,4648
Govind,Makharia,"Govind, Makharia",Gastroenterol & Human Nutr,All India Inst Med Sci,Institute,India,"Desmond, Leddin",54,other,2,Govind,male,0.98,442
Mangla,Sood,"Mangla, Sood",Pediat,Indira Gandhi Med Coll,College,India,"Ashlesha, Kaushik",55,other,11,Mangla,female,0.5,4
Seema,Sharma,"Seema, Sharma",Pediat,Dr Rajendra Prasad Govt Med Coll,College,India,"Ashlesha, Kaushik",55,other,11,Seema,female,0.95,665
Shikha,Verma,"Shikha, Verma",Pediat,Dr Rajendra Prasad Govt Med Coll,College,India,"Ashlesha, Kaushik",55,last,11,Shikha,female,0.99,330
M G,Manoj,"M G, Manoj",Adv Ctr Atmospher Radar Res,Cochin Univ Sci & Technol,University,India,"M G, Manoj",56,"first, leader",7,Manoj,male,0.99,3843
C,Sivan,"C, Sivan",Adv Ctr Atmospher Radar Res,Cochin Univ Sci & Technol,University,India,"M G, Manoj",56,other,7,Sivan,male,0.65,330
M K Satheesh,Kumar,"M K Satheesh, Kumar",Atom & Mol Phys,Manipal Acad Higher Educ,Academy,India,"M G, Manoj",56,other,7,Kumar,male,0.99,3142
Soumya K,Vijayan,"Soumya K, Vijayan",Govt Med Coll,Coll Pharmaceut Sci,College,India,"M G, Manoj",56,last,7,Soumya,female,0.68,553
Gururaj,Somadi,"Gururaj, Somadi",Chem,Osmania Univ,University,India,"Sree Kanth, Sivan",57,first,0,Gururaj,male,1,75
Sree Kanth,Sivan,"Sree Kanth, Sivan",Chem,Osmania Univ,University,India,"Sree Kanth, Sivan",57,"last, leader",0,Sree,male,0.8,450
Arvind K,Sharma,"Arvind K, Sharma",Ahmadabad,Zydus Hosp,Hospital,India,"Benjamin Yong Qiang, Tan",58,other,21,Arvind,male,0.99,1448
Kenam,Shah,"Kenam, Shah",Ahmadabad,Zydus Hosp,Hospital,India,"Benjamin Yong Qiang, Tan",58,other,21,Kenam,male,0.88,8
Bhargesh,Patel,"Bhargesh, Patel",Ahmadabad,Zydus Hosp,Hospital,India,"Benjamin Yong Qiang, Tan",58,other,21,Bhargesh,male,1,1
Suktara,Sharma,"Suktara, Sharma",Ahmadabad,GCS Med Coll,College,India,"Benjamin Yong Qiang, Tan",58,other,21,Suktara,female,0.75,4
R N,Komalkumar,"R N, Komalkumar",Hyderabad,Yashoda Hosp,Hospital,India,"Benjamin Yong Qiang, Tan",58,other,21,Komalkumar,male,1,2
"R, V",Meenakshi,"R, V, Meenakshi",Erode,Senthil Multi Specialty Hosp,Hospital,India,"Benjamin Yong Qiang, Tan",58,other,21,"R,",female,0.94,1676
Shikha,Talati,"Shikha, Talati",Psychiat,Geetanjali Med Coll & Hosp,College,India,"Benjamin Yong Qiang, Tan",58,other,21,Shikha,female,0.99,330
Sumedha,Ghosh,"Sumedha, Ghosh",Bombay,Indian Inst Technol,Institute,India,"Sumedha, Ghosh",59,"last, leader",7,Sumedha,female,1,0
"Antony Aroul, V",Raj,"Antony Aroul, V, Raj",Mech Engn,Easwari Engn Coll,College,India,"R, Velraj",60,first,10,Antony,male,0.98,15085
R,Velraj,"R, Velraj",Inst Energy Studies,Anna Univ,University,India,"R, Velraj",60,leader,10,Velraj,male,1,1
Jay,Saha,"Jay, Saha",Geog,Univ Gour Banga UGB,University,India,"Jay, Saha",61,"first, leader",8,Jay,male,0.91,36724
Pradip,Chouhan,"Pradip, Chouhan",Geog,Univ Gour Banga UGB,University,India,"Jay, Saha",61,last,8,Pradip,male,1,418
K,Chennakesavulu,"K, Chennakesavulu",Chem,Sathyabama Inst Sci & Technol,Institute,India,"K, Chennakesavulu",62,"first, leader",6,Chennakesavulu,male,1,2
K,Chennakesavulu,"K, Chennakesavulu",Int Res Ctr,Sathyabama Inst Sci & Technol,Institute,India,"K, Chennakesavulu",62,leader,6,Chennakesavulu,male,1,2
G Ramanjaneya,Reddy,"G Ramanjaneya, Reddy",Int Res Ctr,Sathyabama Inst Sci & Technol,Institute,India,"K, Chennakesavulu",62,last,6,Reddy,male,0.9,391
Vikas,Singh,"Vikas, Singh",Gadanki,Natl Atmospher Res Lab,Research,India,"Shweta, Singh",63,first,33,Vikas,male,0.99,2499
Shweta,Singh,"Shweta, Singh",Gadanki,Natl Atmospher Res Lab,Research,India,"Shweta, Singh",63,leader,33,Shweta,female,0.98,716
Akash,Biswal,"Akash, Biswal",Gadanki,Natl Atmospher Res Lab,Research,India,"Shweta, Singh",63,other,33,Akash,male,0.99,2051
Amit P,Kesarkar,"Amit P, Kesarkar",Gadanki,Natl Atmospher Res Lab,Research,India,"Shweta, Singh",63,other,33,Amit,male,0.99,8292
Akash,Biswal,"Akash, Biswal",Environm Studies,Panjab Univ,University,India,"Shweta, Singh",63,other,33,Akash,male,0.99,2051
Suman,Mor,"Suman, Mor",Environm Studies,Panjab Univ,University,India,"Shweta, Singh",63,other,33,Suman,male,0.76,1092
Khaiwal,Ravindra,"Khaiwal, Ravindra",Community Med,Post Grad Inst Med Educ & Res PGIMER,Institute,India,"Shweta, Singh",63,other,33,Khaiwal,male,1,4045
Khaiwal,Ravindra,"Khaiwal, Ravindra",Sch Publ Hlth,Post Grad Inst Med Educ & Res PGIMER,Institute,India,"Shweta, Singh",63,last,33,Khaiwal,male,1,4045
Hari Bhakta,Sharma,"Hari Bhakta, Sharma",Civil Engn Environm Engn & Management,Indian Inst Technol Kharagpur,Institute,India,"Brajesh, Dubey",64,first,38,Hari,male,0.92,3171
V R Shankar,Cheela,"V R Shankar, Cheela",Civil Engn Environm Engn & Management,Indian Inst Technol Kharagpur,Institute,India,"Brajesh, Dubey",64,other,38,Cheela,female,1,8
Ved Prakash,Ranjan,"Ved Prakash, Ranjan",Civil Engn Environm Engn & Management,Indian Inst Technol Kharagpur,Institute,India,"Brajesh, Dubey",64,other,38,Ved,male,0.94,228
Brajesh,Dubey,"Brajesh, Dubey",Civil Engn Environm Engn & Management,Indian Inst Technol Kharagpur,Institute,India,"Brajesh, Dubey",64,leader,38,Brajesh,male,1,119
Sudha,Goel,"Sudha, Goel",Civil Engn Environm Engn & Management,Indian Inst Technol Kharagpur,Institute,India,"Brajesh, Dubey",64,other,38,Sudha,female,0.83,260
Kumar Raja,Vanapalli,"Kumar Raja, Vanapalli",Sch Environm Sci & Engn,Indian Inst Technol Kharagpur,Institute,India,"Brajesh, Dubey",64,other,38,Kumar,male,0.99,3142
Brajesh,Dubey,"Brajesh, Dubey",Sch Environm Sci & Engn,Indian Inst Technol Kharagpur,Institute,India,"Brajesh, Dubey",64,leader,38,Brajesh,male,1,119
Sudha,Goel,"Sudha, Goel",Sch Environm Sci & Engn,Indian Inst Technol Kharagpur,Institute,India,"Brajesh, Dubey",64,other,38,Sudha,female,0.83,260
Jayanta,Bhattacharya,"Jayanta, Bhattacharya",Sch Environm Sci & Engn,Indian Inst Technol Kharagpur,Institute,India,"Brajesh, Dubey",64,other,38,Jayanta,male,0.98,179
Amit Kumar,Jaglan,"Amit Kumar, Jaglan",Ranbir & Chitra Gupta Sch Infrastruct Design & Ma,Indian Inst Technol Kharagpur,Institute,India,"Brajesh, Dubey",64,other,38,Amit,male,0.99,8292
Jayanta,Bhattacharya,"Jayanta, Bhattacharya",Min Engn,Indian Inst Technol Kharagpur,Institute,India,"Brajesh, Dubey",64,other,38,Jayanta,male,0.98,179
Jeevant,Rampal,"Jeevant, Rampal",Econ Area,Indian Inst Management Ahmedabad,Institute,India,"Khushbu, Mishra",65,last,9,Jeevant,male,0.75,4
Anant,Ramaswamy,"Anant, Ramaswamy",Tata Mem Hosp,Homi Bhabha Natl Inst HBNI,Institute,India,"Vikas, Ostwal",66,first,2,Anant,male,0.98,324
Lingaraj,Nayak,"Lingaraj, Nayak",Tata Mem Hosp,Homi Bhabha Natl Inst HBNI,Institute,India,"Vikas, Ostwal",66,other,2,Lingaraj,male,1,20
Nirmalya,Roy Moulik,"Nirmalya, Roy Moulik",Tata Mem Hosp,Homi Bhabha Natl Inst HBNI,Institute,India,"Vikas, Ostwal",66,other,2,Nirmalya,male,1,24
Manju,Sengar,"Manju, Sengar",Tata Mem Hosp,Homi Bhabha Natl Inst HBNI,Institute,India,"Vikas, Ostwal",66,other,2,Manju,female,0.51,452
Girish,Chinnaswamy,"Girish, Chinnaswamy",Tata Mem Hosp,Homi Bhabha Natl Inst HBNI,Institute,India,"Vikas, Ostwal",66,other,2,Girish,male,0.99,951
Kunal,Jobanputra,"Kunal, Jobanputra",Tata Mem Hosp,Homi Bhabha Natl Inst HBNI,Institute,India,"Vikas, Ostwal",66,other,2,Kunal,male,1,1693
Minit J,Shah,"Minit J, Shah",Tata Mem Hosp,Homi Bhabha Natl Inst HBNI,Institute,India,"Vikas, Ostwal",66,other,2,Minit,female,0.67,6
Akhil,Kapoor,"Akhil, Kapoor",Tata Mem Hosp,Homi Bhabha Natl Inst HBNI,Institute,India,"Vikas, Ostwal",66,other,2,Akhil,male,0.99,754
Amit,Joshi,"Amit, Joshi",Tata Mem Hosp,Homi Bhabha Natl Inst HBNI,Institute,India,"Vikas, Ostwal",66,other,2,Amit,male,0.99,8292
Amit,Kumar,"Amit, Kumar",Tata Mem Hosp,Homi Bhabha Natl Inst HBNI,Institute,India,"Vikas, Ostwal",66,other,2,Amit,male,0.99,8292
Anant,Gokarn,"Anant, Gokarn",Tata Mem Hosp,Homi Bhabha Natl Inst HBNI,Institute,India,"Vikas, Ostwal",66,other,2,Anant,male,0.98,324
Avinash,Bonda,"Avinash, Bonda",Tata Mem Hosp,Homi Bhabha Natl Inst HBNI,Institute,India,"Vikas, Ostwal",66,other,2,Avinash,male,0.99,1582
Badira,Cheriyalinkal Parambil,"Badira, Cheriyalinkal Parambil",Tata Mem Hosp,Homi Bhabha Natl Inst HBNI,Institute,India,"Vikas, Ostwal",66,other,2,Badira,female,0.71,17
Maya,Prasad,"Maya, Prasad",Tata Mem Hosp,Homi Bhabha Natl Inst HBNI,Institute,India,"Vikas, Ostwal",66,other,2,Maya,female,0.95,22722
Bhausaheb,Bagal,"Bhausaheb, Bagal",Tata Mem Hosp,Homi Bhabha Natl Inst HBNI,Institute,India,"Vikas, Ostwal",66,other,2,Bhausaheb,male,1,6
Chetan,Dhamne,"Chetan, Dhamne",Tata Mem Hosp,Homi Bhabha Natl Inst HBNI,Institute,India,"Vikas, Ostwal",66,other,2,Chetan,male,0.98,1297
Gaurav,Narula,"Gaurav, Narula",Tata Mem Hosp,Homi Bhabha Natl Inst HBNI,Institute,India,"Vikas, Ostwal",66,other,2,Gaurav,male,1,3609
Hasmukh,Jain,"Hasmukh, Jain",Tata Mem Hosp,Homi Bhabha Natl Inst HBNI,Institute,India,"Vikas, Ostwal",66,other,2,Hasmukh,male,0.98,58
Jaya,Ghosh,"Jaya, Ghosh",Tata Mem Hosp,Homi Bhabha Natl Inst HBNI,Institute,India,"Vikas, Ostwal",66,other,2,Jaya,female,1,0
Jayashree,Thorat,"Jayashree, Thorat",Tata Mem Hosp,Homi Bhabha Natl Inst HBNI,Institute,India,"Vikas, Ostwal",66,other,2,Jayashree,female,0.99,73
Jyoti,Bajpai,"Jyoti, Bajpai",Tata Mem Hosp,Homi Bhabha Natl Inst HBNI,Institute,India,"Vikas, Ostwal",66,other,2,Jyoti,female,0.81,700
Nandini,Menon,"Nandini, Menon",Tata Mem Hosp,Homi Bhabha Natl Inst HBNI,Institute,India,"Vikas, Ostwal",66,other,2,Nandini,female,0.98,200
Navin,Khattry,"Navin, Khattry",Tata Mem Hosp,Homi Bhabha Natl Inst HBNI,Institute,India,"Vikas, Ostwal",66,other,2,Navin,male,0.98,858
Prabhat,Bhargava,"Prabhat, Bhargava",Tata Mem Hosp,Homi Bhabha Natl Inst HBNI,Institute,India,"Vikas, Ostwal",66,other,2,Prabhat,male,0.99,311
Sachin,Punatar,"Sachin, Punatar",Tata Mem Hosp,Homi Bhabha Natl Inst HBNI,Institute,India,"Vikas, Ostwal",66,other,2,Sachin,male,0.99,3110
Seema,Gulia,"Seema, Gulia",Tata Mem Hosp,Homi Bhabha Natl Inst HBNI,Institute,India,"Vikas, Ostwal",66,other,2,Seema,female,0.95,665
Shripad,Banavali,"Shripad, Banavali",Tata Mem Hosp,Homi Bhabha Natl Inst HBNI,Institute,India,"Vikas, Ostwal",66,other,2,Shripad,male,1,31
Sudeep,Gupta,"Sudeep, Gupta",Tata Mem Hosp,Homi Bhabha Natl Inst HBNI,Institute,India,"Vikas, Ostwal",66,other,2,Sudeep,male,1,246
Sujay,Srinivas,"Sujay, Srinivas",Tata Mem Hosp,Homi Bhabha Natl Inst HBNI,Institute,India,"Vikas, Ostwal",66,other,2,Sujay,male,0.98,154
Sushmita,Rath,"Sushmita, Rath",Tata Mem Hosp,Homi Bhabha Natl Inst HBNI,Institute,India,"Vikas, Ostwal",66,other,2,Sushmita,female,0.94,87
Tushar,Vora,"Tushar, Vora",Tata Mem Hosp,Homi Bhabha Natl Inst HBNI,Institute,India,"Vikas, Ostwal",66,other,2,Tushar,male,0.99,1097
Vanita,Noronha,"Vanita, Noronha",Tata Mem Hosp,Homi Bhabha Natl Inst HBNI,Institute,India,"Vikas, Ostwal",66,other,2,Vanita,female,0.97,178
